,Unnamed: 0,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
37,37.0,7/10/2020,14:58:50,434.78,31.00,36.95,No,26.58
38,38.0,7/10/2020,14:58:50,434.78,30.00,36.95,No,26.56
39,39.0,7/10/2020,14:58:51,555.56,30.00,36.95,No,26.55
40,40.0,7/10/2020,14:58:51,370.37,32.00,36.95,No,26.55
41,41.0,7/10/2020,14:58:51,400.0,32.00,36.95,No,26.55
42,42.0,7/10/2020,14:58:52,384.62,32.00,36.95,No,26.55
43,43.0,7/10/2020,14:58:52,384.62,31.35,36.30,No,26.55
44,44.0,7/10/2020,14:58:52,333.33,30.01,36.96,No,26.55
45,45.0,7/10/2020,14:58:52,384.62,31.41,36.36,No,26.55
46,46.0,7/10/2020,14:58:53,344.83,32.00,36.95,No,26.56
47,47.0,7/10/2020,14:58:53,294.12,29.00,36.95,No,26.56
48,48.0,7/10/2020,14:58:53,322.58,32.05,36.70,No,26.57
49,49.0,7/10/2020,14:58:53,294.12,No,26.57,,
50,50.0,7/10/2020,14:58:53,312.5,32.04,36.99,No,26.57
51,51.0,7/10/2020,14:58:53,256.41,33.00,36.95,No,26.57
52,52.0,7/10/2020,14:58:53,270.27,No,26.57,,
53,53.0,7/10/2020,14:58:54,256.41,33.00,36.95,No,26.57
54,54.0,7/10/2020,14:58:54,232.56,33.00,36.95,No,26.57
55,55.0,7/10/2020,14:58:54,227.27,33.00,36.95,No,26.57
56,56.0,7/10/2020,14:58:54,227.27,33.00,36.95,No,26.56
57,57.0,7/10/2020,14:58:55,222.22,33.00,36.95,No,26.56
58,58.0,7/10/2020,14:58:57,158.73,33.00,36.95,No,26.59
59,59.0,7/10/2020,14:58:57,192.31,33.59,36.74,No,26.59
60,60.0,7/10/2020,14:58:57,185.19,33.78,36.93,No,26.59
61,61.0,7/10/2020,14:58:58,204.08,32.00,36.95,No,26.6
62,62.0,7/10/2020,14:58:58,178.57,No,26.64,,
63,63.0,7/10/2020,14:59:5,416.67,32.00,36.95,No,26.51
64,64.0,7/10/2020,14:59:5,370.37,,No,26.50,
65,65.0,7/10/2020,14:59:5,312.5,31.23,36.88,No,26.5
66,66.0,7/10/2020,14:59:6,294.12,No,26.49,,
67,67.0,7/10/2020,14:59:6,555.56,31.00,36.95,No,26.48
68,68.0,7/10/2020,14:59:6,476.19,31.00,36.95,No,26.47
69,69.0,7/10/2020,14:59:7,400.0,32.00,36.95,No,26.47
70,70.0,7/10/2020,14:59:7,344.83,33.81,36.96,No,26.47
71,71.0,7/10/2020,14:59:8,333.33,34.32,37.47,No,26.46
72,72.0,7/10/2020,14:59:8,312.5,32.94,36.89,No,26.46
73,73.0,7/10/2020,14:59:9,303.03,34.35,37.50,No,26.46
74,74.0,7/10/2020,14:59:9,285.71,34.31,37.46,No,26.45
75,75.0,7/10/2020,14:59:10,270.27,34.30,37.45,No,26.45
76,76.0,7/10/2020,14:59:10,588.24,,No,26.45,
77,77.0,7/10/2020,14:59:10,285.71,28.25,36.20,No,26.45
78,78.0,7/10/2020,14:59:10,526.32,32.00,36.95,No,26.45
79,79.0,7/10/2020,14:59:10,285.71,,No,26.44,
80,80.0,7/10/2020,14:59:10,555.56,32.00,36.95,No,26.44
81,81.0,7/10/2020,14:59:11,263.16,No,26.44,,
82,82.0,7/10/2020,14:59:11,500.0,,No,26.43,
83,83.0,7/10/2020,14:59:11,256.41,No,26.43,,
84,84.0,7/10/2020,14:59:12,434.78,32.09,36.74,No,26.43
85,85.0,7/10/2020,14:59:12,344.83,33.00,36.95,No,26.42
86,86.0,7/10/2020,14:59:13,357.14,33.03,36.98,No,26.42
87,87.0,7/10/2020,14:59:22,434.78,32.00,36.95,No,26.3
88,88.0,7/10/2020,14:59:22,400.0,,No,26.30,
89,89.0,7/10/2020,14:59:22,400.0,28.91,36.86,No,26.3
90,90.0,7/10/2020,14:59:23,400.0,27.11,36.76,No,26.3
91,91.0,7/10/2020,14:59:23,384.62,32.00,36.95,No,26.3
92,92.0,7/10/2020,14:59:23,370.37,No,26.30,,
93,93.0,7/10/2020,14:59:26,666.67,34.39,37.54,No,26.27
94,94.0,7/10/2020,14:59:31,714.29,,No,26.20,
95,95.0,7/10/2020,14:59:31,625.0,,No,26.20,
96,96.0,7/10/2020,14:59:32,666.67,32.00,36.95,No,26.2
97,97.0,7/10/2020,14:59:33,666.67,31.00,36.95,No,26.2
98,98.0,7/10/2020,14:59:33,238.1,,No,26.20,
99,99.0,7/10/2020,14:59:33,625.0,32.00,36.95,No,26.2
0,0.0,7/10/2020,14:59:34,666.67,32.00,36.95,No,26.2
1,1.0,7/10/2020,14:59:34,666.67,32.00,36.95,No,26.2
2,2.0,7/10/2020,14:59:35,555.56,31.00,36.95,No,26.2
3,3.0,7/10/2020,14:59:35,526.32,32.00,36.95,No,26.2
4,4.0,7/10/2020,14:59:35,500.0,32.00,36.95,No,26.2
5,5.0,7/10/2020,14:59:35,555.56,,No,26.20,
6,6.0,7/10/2020,14:59:35,454.55,32.00,36.95,No,26.2
7,7.0,7/10/2020,14:59:36,476.19,32.00,36.95,No,26.19
8,8.0,7/10/2020,14:59:36,555.56,31.00,36.95,No,26.19
9,9.0,7/10/2020,14:59:36,434.78,32.00,36.95,No,26.19
10,10.0,7/10/2020,14:59:36,500.0,32.00,36.95,No,26.19
11,11.0,7/10/2020,14:59:36,416.67,32.00,36.95,No,26.19
12,12.0,7/10/2020,14:59:37,416.67,32.00,36.95,No,26.18
13,13.0,7/10/2020,14:59:37,400.0,32.00,36.95,No,26.17
14,14.0,7/10/2020,14:59:37,526.32,33.76,36.91,No,26.17
15,15.0,7/10/2020,14:59:37,400.0,,No,26.16,
16,16.0,7/10/2020,14:59:37,400.0,32.00,36.95,No,26.16
17,17.0,7/10/2020,14:59:37,416.67,33.00,36.95,No,26.16
18,18.0,7/10/2020,14:59:38,434.78,32.00,36.95,No,26.16
19,19.0,7/10/2020,14:59:38,333.33,32.00,36.95,No,26.16
20,20.0,7/10/2020,14:59:38,454.55,31.38,36.33,No,26.16
21,21.0,7/10/2020,14:59:38,303.03,31.03,36.98,No,26.17
22,22.0,7/10/2020,14:59:38,416.67,,No,26.17,
23,23.0,7/10/2020,14:59:38,400.0,32.19,36.84,No,26.17
24,24.0,7/10/2020,14:59:38,303.03,27.00,36.95,No,26.17
25,25.0,7/10/2020,14:59:38,416.67,34.04,37.19,No,26.17
26,26.0,7/10/2020,14:59:39,357.14,33.00,36.95,No,26.17
27,27.0,7/10/2020,14:59:39,285.71,,No,26.17,
28,28.0,7/10/2020,14:59:39,322.58,33.00,36.95,No,26.19
29,29.0,7/10/2020,14:59:39,384.62,34.48,37.63,No,26.19
30,30.0,7/10/2020,14:59:39,238.1,No,26.21,,
31,31.0,7/10/2020,14:59:39,384.62,31.31,36.26,No,26.22
32,32.0,7/10/2020,14:59:39,588.24,31.00,36.95,No,26.22
33,33.0,7/10/2020,14:59:40,384.62,34.36,37.51,No,26.24
34,34.0,7/10/2020,14:59:40,344.83,32.83,36.78,No,26.24
35,35.0,7/10/2020,14:59:40,526.32,32.00,36.95,No,26.24
36,36.0,7/10/2020,14:59:40,322.58,29.37,36.32,No,26.25
37,37.0,7/10/2020,14:59:40,500.0,32.00,36.95,No,26.25
38,38.0,7/10/2020,14:59:41,322.58,,No,26.26,
39,39.0,7/10/2020,14:59:41,500.0,32.00,36.95,No,26.27
40,40.0,7/10/2020,14:59:41,357.14,32.00,36.95,No,26.29
41,41.0,7/10/2020,14:59:42,303.03,32.00,36.95,No,26.3
42,42.0,7/10/2020,14:59:42,476.19,33.00,36.95,No,26.31
43,43.0,7/10/2020,14:59:42,277.78,32.00,36.95,No,26.33
44,44.0,7/10/2020,14:59:42,434.78,33.00,36.95,No,26.33
45,45.0,7/10/2020,14:59:42,500.0,31.00,36.95,No,26.33
46,46.0,7/10/2020,14:59:43,416.67,,No,26.36,
47,47.0,7/10/2020,14:59:43,285.71,27.98,36.90,No,26.36
48,48.0,7/10/2020,14:59:43,909.09,34.31,36.74,No,26.36
49,49.0,7/10/2020,14:59:43,256.41,No,26.38,,
50,50.0,7/10/2020,14:59:43,454.55,33.00,36.95,No,26.38
51,51.0,7/10/2020,14:59:43,833.33,35.00,37.15,No,26.38
52,52.0,7/10/2020,14:59:43,357.14,,No,26.39,
53,53.0,7/10/2020,14:59:44,500.0,,No,26.41,
54,54.0,7/10/2020,14:59:44,344.83,28.00,36.95,No,26.41
55,55.0,7/10/2020,14:59:44,312.5,,No,26.43,
56,56.0,7/10/2020,14:59:44,588.24,,No,26.43,
57,57.0,7/10/2020,14:59:44,526.32,33.00,36.95,No,26.44
58,58.0,7/10/2020,14:59:45,526.32,32.00,36.95,No,26.46
59,59.0,7/10/2020,14:59:45,500.0,32.00,36.95,No,26.47
60,60.0,7/10/2020,14:59:45,476.19,32.00,36.95,No,26.48
61,61.0,7/10/2020,14:59:46,588.24,33.00,36.95,No,26.49
62,62.0,7/10/2020,14:59:46,526.32,32.00,36.95,No,26.49
63,63.0,7/10/2020,14:59:46,526.32,33.00,36.95,No,26.5
64,64.0,7/10/2020,14:59:46,476.19,33.06,37.01,No,26.5
65,65.0,7/10/2020,14:59:46,434.78,33.94,37.09,No,26.51
66,66.0,7/10/2020,14:59:46,588.24,33.00,36.95,No,26.51
67,67.0,7/10/2020,14:59:47,500.0,34.63,36.78,No,26.53
68,68.0,7/10/2020,14:59:47,344.83,34.36,37.51,No,26.53
69,69.0,7/10/2020,14:59:47,312.5,33.00,36.95,No,26.54
70,70.0,7/10/2020,14:59:47,454.55,35.05,37.20,No,26.54
71,71.0,7/10/2020,14:59:47,454.55,35.00,37.15,No,26.56
72,72.0,7/10/2020,14:59:47,312.5,31.39,36.34,No,26.56
73,73.0,7/10/2020,14:59:48,370.37,33.84,37.06,No,26.59
74,74.0,7/10/2020,14:59:48,277.78,31.17,36.39,No,26.59
75,75.0,7/10/2020,14:59:48,263.16,No,26.62,,
76,76.0,7/10/2020,14:59:48,344.83,32.00,36.22,No,26.62
77,77.0,7/10/2020,14:59:48,256.41,No,26.63,,
78,78.0,7/10/2020,14:59:48,384.62,32.00,36.95,No,26.63
79,79.0,7/10/2020,14:59:49,344.83,34.37,37.52,No,26.64
80,80.0,7/10/2020,14:59:49,312.5,31.37,36.32,No,26.64
81,81.0,7/10/2020,14:59:49,416.67,33.00,36.95,No,26.64
82,82.0,7/10/2020,14:59:49,303.03,,No,26.65,
83,83.0,7/10/2020,14:59:49,400.0,32.01,36.96,No,26.65
84,84.0,7/10/2020,14:59:49,384.62,32.00,36.95,No,26.65
85,85.0,7/10/2020,14:59:49,294.12,,No,26.65,
86,86.0,7/10/2020,14:59:50,357.14,,No,26.66,
87,87.0,7/10/2020,14:59:50,243.9,No,26.67,,
88,88.0,7/10/2020,14:59:50,333.33,34.28,37.43,No,26.67
89,89.0,7/10/2020,14:59:50,256.41,No,26.68,,
90,90.0,7/10/2020,14:59:50,303.03,33.38,37.33,No,26.68
91,91.0,7/10/2020,14:59:50,238.1,No,26.69,,
92,92.0,7/10/2020,14:59:50,277.78,32.00,36.95,No,26.69
93,93.0,7/10/2020,14:59:51,238.1,No,26.70,,
94,94.0,7/10/2020,14:59:51,476.19,,No,26.70,
95,95.0,7/10/2020,14:59:51,322.58,32.00,36.95,No,26.7
96,96.0,7/10/2020,14:59:51,277.78,32.00,36.95,No,26.71
97,97.0,7/10/2020,14:59:51,238.1,No,26.71,,
98,98.0,7/10/2020,14:59:51,454.55,32.17,36.82,No,26.71
99,99.0,7/10/2020,14:59:51,294.12,32.00,36.95,No,26.72
0,0.0,7/10/2020,14:59:52,370.37,31.11,36.76,No,26.73
1,1.0,7/10/2020,14:59:52,400.0,33.61,36.76,No,26.75
2,2.0,7/10/2020,14:59:52,303.03,31.06,36.71,No,26.75
3,3.0,7/10/2020,14:59:52,303.03,,No,26.76,
4,4.0,7/10/2020,14:59:52,384.62,31.26,36.21,No,26.76
5,5.0,7/10/2020,14:59:52,344.83,33.83,36.98,No,26.77
6,6.0,7/10/2020,14:59:53,312.5,No,26.78,,
7,7.0,7/10/2020,14:59:53,277.78,No,26.79,,
8,8.0,7/10/2020,14:59:54,588.24,32.00,36.95,No,26.78
9,9.0,7/10/2020,14:59:55,500.0,32.00,36.95,No,26.77
10,10.0,7/10/2020,14:59:55,454.55,32.00,36.95,No,26.76
11,11.0,7/10/2020,14:59:55,454.55,32.00,36.95,No,26.76
12,12.0,7/10/2020,14:59:55,434.78,32.00,36.95,No,26.75
13,13.0,7/10/2020,14:59:56,416.67,32.00,36.95,No,26.75
14,14.0,7/10/2020,14:59:56,384.62,32.00,36.95,No,26.74
15,15.0,7/10/2020,14:59:56,625.0,30.00,36.95,No,26.74
16,16.0,7/10/2020,14:59:56,370.37,32.00,36.95,No,26.73
17,17.0,7/10/2020,14:59:56,344.83,27.00,36.95,No,26.71
18,18.0,7/10/2020,14:59:57,344.83,,No,26.68,
19,19.0,7/10/2020,14:59:57,434.78,32.00,36.95,No,26.65
20,20.0,7/10/2020,14:59:57,294.12,No,26.65,,
21,21.0,7/10/2020,14:59:57,416.67,32.00,36.95,No,26.65
22,22.0,7/10/2020,14:59:58,400.0,31.00,36.95,No,26.64
23,23.0,7/10/2020,14:59:58,344.83,34.42,37.57,No,26.63
24,24.0,7/10/2020,14:59:58,333.33,32.89,36.84,No,26.62
25,25.0,7/10/2020,14:59:59,322.58,27.00,36.95,No,26.61
26,26.0,7/10/2020,14:59:59,256.41,No,26.61,,
27,27.0,7/10/2020,15:0:4,476.19,31.04,36.99,No,26.44
28,28.0,7/10/2020,15:0:4,434.78,32.00,36.95,No,26.43
29,29.0,7/10/2020,15:0:4,454.55,31.00,36.95,No,26.42
30,30.0,7/10/2020,15:0:4,434.78,,No,26.41,
31,31.0,7/10/2020,15:0:5,400.0,31.00,36.95,No,26.39
32,32.0,7/10/2020,15:0:5,357.14,32.00,36.95,No,26.38
33,33.0,7/10/2020,15:0:5,357.14,,No,26.36,
34,34.0,7/10/2020,15:0:5,344.83,31.00,36.95,No,26.35
35,35.0,7/10/2020,15:0:6,303.03,27.16,36.81,No,26.34
36,36.0,7/10/2020,15:0:23,454.55,,No,26.12,
37,37.0,7/10/2020,15:0:23,400.0,30.17,36.82,No,26.12
38,38.0,7/10/2020,15:0:24,384.62,,No,26.13,
39,39.0,7/10/2020,15:0:24,312.5,28.57,36.52,No,26.13
40,40.0,7/10/2020,15:0:24,384.62,No,26.15,,
41,41.0,7/10/2020,15:0:25,277.78,No,26.16,,
42,42.0,7/10/2020,15:0:40,666.67,29.00,36.95,No,25.73
43,43.0,7/10/2020,15:0:41,434.78,,No,25.67,
44,44.0,7/10/2020,15:0:41,434.78,30.00,36.95,No,25.65
45,45.0,7/10/2020,15:0:42,434.78,,No,25.62,
46,46.0,7/10/2020,15:0:43,303.03,30.00,36.95,No,25.6
47,47.0,7/10/2020,15:0:49,476.19,,No,25.55,
48,48.0,7/10/2020,15:0:49,500.0,30.00,36.95,No,25.54
49,49.0,7/10/2020,15:0:49,434.78,30.00,36.95,No,25.54
50,50.0,7/10/2020,15:0:49,454.55,31.00,36.95,No,25.53
51,51.0,7/10/2020,15:0:50,400.0,,No,25.53,
52,52.0,7/10/2020,15:0:50,370.37,27.06,36.71,No,25.53
53,53.0,7/10/2020,15:0:50,357.14,,No,25.54,
54,54.0,7/10/2020,15:1:11,500.0,30.00,36.95,No,25.31
55,55.0,7/10/2020,15:1:12,476.19,30.00,36.95,No,25.3
56,56.0,7/10/2020,15:1:13,370.37,31.00,36.95,No,25.31
57,57.0,7/10/2020,15:1:13,384.62,,No,25.31,
58,58.0,7/10/2020,15:1:14,312.5,26.00,36.95,No,25.32
59,59.0,7/10/2020,15:1:14,256.41,31.00,36.95,No,25.34
60,60.0,7/10/2020,15:1:14,263.16,No,25.36,,
61,61.0,7/10/2020,15:1:15,666.67,29.41,36.36,No,25.37
62,62.0,7/10/2020,15:1:15,588.24,29.00,36.95,No,25.37
63,63.0,7/10/2020,15:1:15,526.32,29.26,36.21,No,25.38
64,64.0,7/10/2020,15:1:16,476.19,30.00,36.95,No,25.39
65,65.0,7/10/2020,15:1:16,555.56,30.00,36.95,No,25.39
66,66.0,7/10/2020,15:1:16,454.55,30.00,36.95,No,25.4
67,67.0,7/10/2020,15:1:17,476.19,30.00,36.95,No,25.4
68,68.0,7/10/2020,15:1:17,476.19,31.00,36.95,No,25.4
69,69.0,7/10/2020,15:1:17,434.78,30.00,36.95,No,25.4
70,70.0,7/10/2020,15:1:17,416.67,31.08,36.73,No,25.41
71,71.0,7/10/2020,15:1:18,400.0,33.49,37.44,No,25.41
72,72.0,7/10/2020,15:1:18,370.37,32.03,36.98,No,25.41
73,73.0,7/10/2020,15:1:18,322.58,29.71,36.66,No,25.42
74,74.0,7/10/2020,15:1:18,400.0,31.00,36.95,No,25.42
75,75.0,7/10/2020,15:1:19,416.67,31.02,36.97,No,25.45
76,76.0,7/10/2020,15:1:19,357.14,30.36,36.31,No,25.45
77,77.0,7/10/2020,15:1:19,357.14,32.00,36.95,No,25.47
78,78.0,7/10/2020,15:1:19,357.14,,No,25.48,
79,79.0,7/10/2020,15:1:20,333.33,32.00,36.95,No,25.48
80,80.0,7/10/2020,15:1:20,333.33,32.00,36.95,No,25.49
81,81.0,7/10/2020,15:1:20,270.27,32.00,36.95,No,25.5
82,82.0,7/10/2020,15:1:20,243.9,32.00,36.95,No,25.51
83,83.0,7/10/2020,15:1:21,232.56,30.29,36.24,No,25.52
84,84.0,7/10/2020,15:1:21,588.24,31.00,36.95,No,25.53
85,85.0,7/10/2020,15:1:22,555.56,30.00,36.95,No,25.55
86,86.0,7/10/2020,15:1:22,384.62,28.49,36.44,No,25.55
87,87.0,7/10/2020,15:1:22,476.19,30.00,36.95,No,25.56
88,88.0,7/10/2020,15:1:22,434.78,31.23,36.88,No,25.57
89,89.0,7/10/2020,15:1:23,434.78,30.12,36.77,No,25.57
90,90.0,7/10/2020,15:1:23,434.78,31.00,36.95,No,25.57
91,91.0,7/10/2020,15:1:23,384.62,30.00,36.95,No,25.58
92,92.0,7/10/2020,15:1:23,250.0,31.00,36.95,No,25.58
93,93.0,7/10/2020,15:1:23,384.62,31.00,36.95,No,25.58
94,94.0,7/10/2020,15:1:23,400.0,30.00,36.95,No,25.6
95,95.0,7/10/2020,15:1:23,222.22,31.16,36.81,No,25.6
96,96.0,7/10/2020,15:1:23,357.14,30.00,36.95,No,25.6
97,97.0,7/10/2020,15:1:23,208.33,32.00,36.95,Yes,25.6
98,98.0,7/10/2020,15:1:24,333.33,31.04,36.99,No,25.62
99,99.0,7/10/2020,15:1:24,303.03,30.16,36.81,No,25.65
0,0.0,7/10/2020,15:1:25,285.71,25.00,36.95,No,25.66
1,1.0,7/10/2020,15:1:26,666.67,30.00,36.95,No,25.71
2,2.0,7/10/2020,15:1:26,625.0,,No,25.73,
3,3.0,7/10/2020,15:1:26,588.24,,No,25.73,
4,4.0,7/10/2020,15:1:27,625.0,30.00,36.95,No,25.74
5,5.0,7/10/2020,15:1:27,500.0,,No,25.74,
6,6.0,7/10/2020,15:1:28,526.32,30.00,36.95,No,25.74
7,7.0,7/10/2020,15:1:28,370.37,29.02,36.97,No,25.74
8,8.0,7/10/2020,15:1:29,400.0,,No,25.72,
9,9.0,7/10/2020,15:1:46,769.23,30.00,36.95,No,24.61
10,10.0,7/10/2020,15:1:47,714.29,,No,24.57,
11,11.0,7/10/2020,15:1:48,526.32,,No,24.55,
12,12.0,7/10/2020,15:1:48,500.0,30.00,36.95,No,24.55
13,13.0,7/10/2020,15:1:48,434.78,25.00,36.95,No,24.55
14,14.0,7/10/2020,15:2:1,666.67,,No,24.59,
15,15.0,7/10/2020,15:2:1,666.67,,No,24.58,
16,16.0,7/10/2020,15:2:1,555.56,,No,24.58,
17,17.0,7/10/2020,15:2:2,588.24,,No,24.57,
18,18.0,7/10/2020,15:2:3,666.67,31.00,36.95,No,24.55
19,19.0,7/10/2020,15:2:3,625.0,30.00,36.95,No,24.55
20,20.0,7/10/2020,15:2:3,588.24,25.00,36.95,No,24.54
21,21.0,7/10/2020,15:2:4,555.56,,No,24.53,
22,22.0,7/10/2020,15:2:5,555.56,No,24.51,,
23,23.0,7/10/2020,15:2:6,555.56,30.00,36.95,No,24.49
24,24.0,7/10/2020,15:2:6,555.56,,No,24.49,
25,25.0,7/10/2020,15:2:7,588.24,25.00,36.95,No,24.48
26,26.0,7/10/2020,15:2:7,454.55,31.23,36.88,No,24.47
27,27.0,7/10/2020,15:2:8,400.0,31.63,36.58,No,24.47
28,28.0,7/10/2020,15:2:8,370.37,30.28,36.23,No,24.46
29,29.0,7/10/2020,15:2:8,344.83,31.67,36.62,No,24.46
30,30.0,7/10/2020,15:2:8,400.0,30.00,36.95,No,24.46
31,31.0,7/10/2020,15:2:9,400.0,30.00,36.95,No,24.46
32,32.0,7/10/2020,15:2:9,400.0,31.00,36.95,No,24.47
33,33.0,7/10/2020,15:2:9,357.14,,No,24.47,
34,34.0,7/10/2020,15:2:10,312.5,31.00,36.95,No,24.47
35,35.0,7/10/2020,15:2:10,270.27,31.59,36.54,No,24.47
36,36.0,7/10/2020,15:2:10,238.1,31.52,36.47,No,24.47
37,37.0,7/10/2020,15:2:10,312.5,31.00,36.95,No,24.47
38,38.0,7/10/2020,15:2:10,217.39,31.75,36.70,Yes,24.48
39,39.0,7/10/2020,15:2:10,344.83,31.00,36.95,No,24.48
40,40.0,7/10/2020,15:2:11,212.77,31.72,36.67,pause,24.48
41,41.0,7/10/2020,15:2:11,200.0,31.00,36.95,pause,24.49
42,42.0,7/10/2020,15:2:11,263.16,,No,24.49,
43,43.0,7/10/2020,15:2:11,208.33,31.00,36.95,pause,24.51
44,44.0,7/10/2020,15:2:11,277.78,30.00,36.95,No,24.51
45,45.0,7/10/2020,15:2:12,185.19,31.00,36.95,pause,24.53
46,46.0,7/10/2020,15:2:12,263.16,30.05,36.70,No,24.53
47,47.0,7/10/2020,15:2:12,196.08,31.00,36.95,pause,24.55
48,48.0,7/10/2020,15:2:12,256.41,30.12,36.77,No,24.55
49,49.0,7/10/2020,15:2:12,204.08,31.00,36.95,pause,24.57
50,50.0,7/10/2020,15:2:12,256.41,31.00,36.95,No,24.57
51,51.0,7/10/2020,15:2:12,256.41,30.08,36.73,No,24.59
52,52.0,7/10/2020,15:2:12,217.39,31.00,36.95,pause,24.59
53,53.0,7/10/2020,15:2:13,232.56,31.00,36.95,No,24.6
54,54.0,7/10/2020,15:2:13,270.27,31.00,36.95,No,24.6
55,55.0,7/10/2020,15:2:13,243.9,31.00,36.95,No,24.62
56,56.0,7/10/2020,15:2:13,263.16,31.00,36.95,No,24.62
57,57.0,7/10/2020,15:2:13,232.56,31.00,36.95,No,24.62
58,58.0,7/10/2020,15:2:13,232.56,31.00,36.95,No,24.63
59,59.0,7/10/2020,15:2:13,263.16,31.00,36.95,No,24.63
60,60.0,7/10/2020,15:2:14,243.9,31.00,36.95,No,24.64
61,61.0,7/10/2020,15:2:14,263.16,31.00,36.95,No,24.64
62,62.0,7/10/2020,15:2:14,256.41,31.00,36.95,No,24.66
63,63.0,7/10/2020,15:2:14,243.9,31.00,36.95,No,24.66
64,64.0,7/10/2020,15:2:14,238.1,31.00,36.95,No,24.66
65,65.0,7/10/2020,15:2:14,238.1,31.00,36.95,No,24.67
66,66.0,7/10/2020,15:2:14,250.0,31.00,36.95,No,24.67
67,67.0,7/10/2020,15:2:14,232.56,31.00,36.95,No,24.67
68,68.0,7/10/2020,15:2:14,227.27,31.00,36.95,No,24.68
69,69.0,7/10/2020,15:2:14,222.22,31.00,36.95,No,24.68
70,70.0,7/10/2020,15:2:14,256.41,31.00,36.95,No,24.68
71,71.0,7/10/2020,15:2:15,222.22,31.00,36.95,No,24.7
72,72.0,7/10/2020,15:2:15,232.56,31.00,36.95,No,24.71
73,73.0,7/10/2020,15:2:15,263.16,31.00,36.95,No,24.73
74,74.0,7/10/2020,15:2:16,250.0,31.00,36.95,No,24.74
75,75.0,7/10/2020,15:2:16,227.27,31.00,36.95,No,24.75
76,76.0,7/10/2020,15:2:16,243.9,31.00,36.95,No,24.77
77,77.0,7/10/2020,15:2:16,250.0,31.00,36.95,No,24.79
78,78.0,7/10/2020,15:2:17,243.9,31.00,36.95,No,24.81
79,79.0,7/10/2020,15:2:17,200.0,31.26,36.21,No,24.83
80,80.0,7/10/2020,15:2:17,161.29,No,24.83,,
81,81.0,7/10/2020,15:2:17,204.08,31.00,36.95,Yes,24.85
82,82.0,7/10/2020,15:2:17,188.68,31.00,36.95,pause,24.88
83,83.0,7/10/2020,15:2:18,188.68,31.13,36.78,pause,24.89
84,84.0,7/10/2020,15:2:18,175.44,31.25,36.20,No,24.89
85,85.0,7/10/2020,15:2:18,208.33,31.34,36.29,No,24.89
86,86.0,7/10/2020,15:2:18,222.22,31.78,36.73,No,24.9
87,87.0,7/10/2020,15:2:19,227.27,31.00,36.95,No,24.9
